ID,amount,Interest_rate_spread,loan_limit,loan_purpose,property_value,income,Gender,business_or_commercial,default
134506,426500,-0.2861,cf,p1,508000,5880,Non-binary,nob/c,0
149364,286500,,cf,p1,378000,3720,Non-binary,nob/c,1
137060,396500,,cf,p1,,4620,Non-binary,nob/c,1
85892,466500,0.2636,cf,no info,808000,4980,Non-binary,nob/c,0
169224,86500,0.857,cf,p2,128000,1620,Sex Not Available,nob/c,0
163585,246500,0.4009,cf,p3,408000,3660,Non-binary,nob/c,0
45105,316500,,cf,p1,388000,7920,Sex Not Available,nob/c,1
46910,586500,0.3717,cf,no info,608000,,Non-binary,b/c,0
90864,376500,,cf,p3,628000,0,Sex Not Available,nob/c,1
99211,616500,0.2953,cf,no info,688000,12540,Non-binary,b/c,0
129492,116500,0.916,cf,no info,138000,5400,Male,nob/c,0
137185,76500,,cf,p3,128000,2820,Male,b/c,1
128913,256500,0.2128,cf,p3,328000,6720,Sex Not Available,nob/c,0
83067,136500,1.437,cf,p3,248000,3180,Female,b/c,0
95785,346500,1.2293,cf,p3,438000,7620,Non-binary,nob/c,0
78687,186500,0.4515,cf,p3,928000,3960,Non-binary,nob/c,0
117494,436500,0.0399,cf,p1,658000,6960,Sex Not Available,nob/c,0
48344,76500,1.7519,cf,p3,268000,1320,Male,b/c,0
94652,726500,-0.8628,cf,no info,968000,,Non-binary,nob/c,0
173164,376500,,cf,no info,478000,79920,Male,nob/c,1
155198,476500,0.0272,cf,p3,788000,16740,Sex Not Available,nob/c,0
92649,336500,0.1122,cf,no info,658000,5400,Non-binary,nob/c,0
51713,196500,0.3845,cf,no info,248000,6180,Male,nob/c,0
60633,526500,0.237,cf,no info,778000,8640,Female,nob/c,0
142651,256500,,cf,no info,278000,2460,Male,nob/c,1
87138,446500,0.8347,cf,p1,468000,10980,Non-binary,nob/c,0
40019,376500,0.2638,cf,p1,398000,7860,Non-binary,nob/c,0
108216,286500,,cf,p3,378000,6780,Sex Not Available,nob/c,1
167106,236500,0.3133,cf,p1,248000,2700,Male,nob/c,0
134082,286500,0.2717,,no info,368000,9780,Non-binary,nob/c,0
43716,76500,,cf,p1,,960,Female,nob/c,1
57887,336500,0.4777,cf,p3,588000,3360,Sex Not Available,nob/c,0
92074,356500,,cf,no info,478000,13080,Non-binary,nob/c,1
162430,86500,0.6412,cf,no info,208000,3240,Sex Not Available,nob/c,0
30680,456500,,cf,no info,608000,7320,Non-binary,nob/c,1
92740,286500,0.8213,ncf,p1,308000,5760,Male,nob/c,0
31561,336500,0.546,cf,no info,458000,6540,Male,nob/c,0
148187,616500,0.8711,cf,p1,648000,10200,Male,b/c,0
71200,436500,0.6607,cf,no info,518000,13200,Female,nob/c,0
26354,226500,,cf,p3,,3360,Male,nob/c,1
91949,156500,,cf,no info,158000,3360,Non-binary,b/c,1
135260,246500,0.4384,cf,p3,588000,2340,Female,nob/c,0
50173,276500,,ncf,p3,,5220,Sex Not Available,b/c,1
27647,106500,0.9606,cf,p3,148000,2160,Female,b/c,0
65263,156500,,cf,p1,158000,2880,Non-binary,b/c,1
34575,256500,,cf,p1,,0,Male,b/c,1
82557,356500,0.3744,cf,no info,468000,11100,Sex Not Available,nob/c,0
130636,566500,,cf,no info,798000,5340,Female,nob/c,1
124138,206500,0.581,cf,p3,388000,4920,Female,nob/c,0
55517,706500,0.0138,ncf,p1,758000,9360,Non-binary,nob/c,0
92755,286500,0.2143,cf,p1,358000,3840,Male,nob/c,0
119086,226500,0.2381,cf,p1,578000,7920,Non-binary,nob/c,0
66567,276500,-0.2301,cf,no info,458000,4260,Sex Not Available,nob/c,0
125490,626500,,ncf,no info,748000,6060,Sex Not Available,nob/c,1
142659,116500,0.8336,cf,no info,198000,2460,Male,nob/c,0
44036,586500,0.1225,cf,no info,748000,14760,Non-binary,nob/c,0
30756,356500,0.2811,cf,p3,448000,3000,Female,nob/c,0
122018,226500,1.1469,cf,p1,238000,2580,Sex Not Available,b/c,0
171376,666500,0.0896,cf,no info,1068000,,Female,nob/c,0
157836,196500,-0.5319,cf,p1,248000,3000,Male,nob/c,0
153160,476500,0.9128,cf,p3,558000,11940,Non-binary,b/c,0
106521,286500,1.1625,cf,no info,298000,,Sex Not Available,b/c,0
46642,266500,0.6875,cf,p1,308000,4740,Male,nob/c,0
166156,206500,1.0722,cf,p3,278000,4140,Female,b/c,0
151606,136500,,cf,p1,,4320,Male,nob/c,1
101382,206500,0.7696,cf,p1,218000,4860,Sex Not Available,nob/c,0
45538,356500,1.0748,cf,p3,458000,5040,Female,nob/c,0
93143,516500,0.633,cf,p1,578000,19140,Non-binary,nob/c,0
79901,196500,,cf,p3,,2340,Sex Not Available,nob/c,1
68842,546500,,ncf,p1,,10080,Male,nob/c,1
85000,416500,0.2202,cf,p1,448000,5640,Non-binary,nob/c,0
114596,226500,0.3226,cf,no info,328000,5880,Male,nob/c,0
28561,346500,0.1365,cf,p3,508000,4620,Non-binary,nob/c,0
35406,226500,,cf,p3,608000,3780,Male,nob/c,1
49503,486500,-0.0334,cf,p3,678000,9420,Non-binary,nob/c,0
111153,236500,0.3254,cf,p1,238000,4200,Male,nob/c,0
148689,346500,0.862,cf,p3,578000,11220,Non-binary,nob/c,0
160217,216500,0.4837,cf,no info,338000,7200,Sex Not Available,nob/c,0
104470,316500,-0.1029,cf,p3,588000,2880,Non-binary,nob/c,0
162945,576500,-0.6487,ncf,no info,608000,,Male,nob/c,0
93062,536500,,cf,p1,,7020,Male,nob/c,1
100566,156500,,cf,p1,,4080,Sex Not Available,nob/c,1
134367,606500,-0.5578,cf,no info,708000,,Non-binary,nob/c,0
60072,286500,-0.1057,cf,no info,438000,13140,Male,nob/c,0
133420,206500,,ncf,p1,228000,4620,Female,nob/c,1
45810,306500,0.373,cf,no info,388000,4260,Female,nob/c,0
69251,436500,0.087,cf,no info,528000,10080,Male,nob/c,0
91783,196500,1.0465,cf,no info,238000,,Male,b/c,0
35866,206500,0.9047,cf,p3,258000,3000,Sex Not Available,nob/c,0
29138,706500,,cf,no info,,6780,Non-binary,nob/c,1
91083,336500,1.3913,cf,p3,428000,6660,Sex Not Available,nob/c,0
79627,146500,0.7771,cf,p1,168000,7860,Male,nob/c,0
95217,436500,-0.0973,cf,p3,668000,10680,Non-binary,nob/c,0
72893,506500,0.7222,cf,p1,568000,7260,Non-binary,nob/c,0
170700,586500,0.0016,cf,p3,1028000,7440,Sex Not Available,nob/c,0
26244,726500,-0.1542,cf,p1,808000,13020,Non-binary,nob/c,0
119150,446500,-0.053,cf,no info,648000,5460,Male,nob/c,0
109106,216500,0.6407,cf,p1,228000,3120,Sex Not Available,nob/c,0
120919,706500,,cf,p1,2708000,18540,Non-binary,nob/c,1
52099,136500,0.4498,cf,p1,178000,6060,Male,nob/c,0
54870,86500,0.252,cf,p3,748000,6720,Sex Not Available,nob/c,0
131755,266500,1.1738,cf,no info,388000,5220,Sex Not Available,nob/c,0
39427,356500,-0.6814,cf,no info,408000,,Male,nob/c,0
100742,86500,1.3661,cf,p1,88000,3420,Female,b/c,0
95145,196500,0.9716,ncf,p3,308000,3600,Non-binary,nob/c,0
148455,176500,0.4145,cf,p3,218000,2820,Sex Not Available,nob/c,0
84639,186500,0.5777,cf,p3,378000,6120,Male,nob/c,0
124302,106500,1.462,cf,p2,1178000,7560,Non-binary,nob/c,0
53649,466500,0.4937,cf,p1,498000,4560,Male,nob/c,0
53962,596500,-0.151,cf,p1,708000,8580,Non-binary,nob/c,0
57745,256500,0.6667,ncf,p3,308000,4380,Sex Not Available,nob/c,0
151916,436500,0.4302,cf,p1,448000,12060,Non-binary,nob/c,0
97341,156500,,cf,p3,,3300,Female,nob/c,1
124167,106500,,cf,p3,138000,1140,Sex Not Available,b/c,1
172475,226500,,cf,no info,308000,8340,Male,nob/c,1
27320,666500,0.2684,cf,p1,698000,12420,Non-binary,nob/c,0
140279,526500,0.4825,ncf,no info,578000,5400,Non-binary,nob/c,0
83572,476500,0.2733,cf,p3,808000,6780,Non-binary,nob/c,0
46508,716500,0.773,cf,p1,758000,14460,Female,nob/c,0
153629,376500,,cf,p1,,6720,Male,nob/c,1
154593,686500,0.2882,cf,no info,768000,9360,Non-binary,nob/c,0
156414,226500,0.9009,cf,p3,278000,6600,Male,nob/c,0
77517,296500,,cf,p3,,5520,Male,nob/c,1
45382,216500,,cf,p3,238000,2520,Female,b/c,1
150329,1506500,0.2383,ncf,no info,2028000,27060,Non-binary,nob/c,0
34184,156500,1.6155,cf,p1,168000,3180,Female,b/c,0
93737,516500,-0.1921,cf,p1,578000,7980,Non-binary,nob/c,0
94282,276500,,cf,p3,298000,0,Male,nob/c,1
171116,666500,0.2007,ncf,no info,788000,7980,Female,nob/c,0
72616,396500,0.5888,cf,p3,498000,6600,Sex Not Available,nob/c,0
57283,456500,0.1204,cf,p3,768000,4560,Male,nob/c,0
91419,486500,0.0082,cf,no info,708000,5640,Non-binary,nob/c,0
80974,196500,0.2774,cf,p3,258000,2520,Sex Not Available,nob/c,0
127180,456500,-0.0176,cf,no info,548000,5580,Female,nob/c,0
36671,476500,,cf,p3,,5700,Sex Not Available,nob/c,1
138480,346500,0.4774,cf,p3,438000,4380,Male,nob/c,0
117495,316500,-0.2429,cf,no info,408000,,Male,nob/c,0
168390,326500,0.062,cf,p3,778000,5400,Non-binary,nob/c,0
53102,306500,0.6571,cf,p1,328000,3540,Non-binary,nob/c,0
172548,186500,1.3235,cf,p3,218000,7920,Sex Not Available,b/c,0
77701,176500,1.4552,cf,p3,258000,2580,Male,nob/c,0
42893,406500,,cf,no info,,5220,Female,nob/c,1
162856,376500,0.4964,cf,no info,448000,6120,Female,nob/c,0
61574,76500,,ncf,p2,68000,9060,Sex Not Available,nob/c,1
53833,426500,0.475,cf,no info,528000,9840,Non-binary,nob/c,0
98981,196500,0.5882,cf,no info,298000,6660,Sex Not Available,nob/c,0
106966,456500,-0.3369,cf,no info,738000,7260,Sex Not Available,nob/c,0
92401,126500,1.1115,cf,no info,128000,3240,Male,nob/c,0
31921,106500,1.3372,cf,p2,218000,3900,Female,nob/c,0
163378,286500,0.4276,cf,p3,358000,4860,Male,nob/c,0
44874,136500,-0.3678,cf,p3,178000,4020,Male,nob/c,0
142605,86500,1.2981,cf,no info,128000,3360,Male,nob/c,0
107420,326500,-0.077,cf,p1,318000,6960,Non-binary,nob/c,0
44034,206500,-0.0093,cf,no info,268000,5520,Non-binary,b/c,0
38131,596500,0.2731,cf,p1,598000,5340,Male,nob/c,0
77016,76500,1.0379,cf,p1,338000,2340,Sex Not Available,nob/c,0
100077,106500,-0.476,cf,no info,158000,,Male,nob/c,0
157480,226500,1.0304,cf,no info,208000,,Female,b/c,0
40311,586500,0.275,cf,no info,688000,7500,Male,nob/c,0
159352,176500,1.8867,cf,p1,178000,2700,Female,b/c,0
127562,146500,,cf,p3,248000,2700,Male,b/c,1
66749,726500,0.4214,cf,p1,908000,10620,Non-binary,nob/c,0
148309,166500,1.1434,cf,p3,798000,1860,Male,nob/c,0
58287,416500,1.2223,cf,p3,558000,10560,Non-binary,nob/c,0
137840,366500,0.2249,cf,no info,418000,4620,Non-binary,nob/c,0
72565,206500,0.2148,cf,p1,608000,34260,Male,nob/c,0
87841,916500,0.1436,ncf,p3,1138000,20580,Female,nob/c,0
96914,116500,0.851,cf,p1,168000,3660,Sex Not Available,nob/c,0
86256,246500,0.4514,cf,no info,288000,5160,Sex Not Available,nob/c,0
108200,96500,-0.0338,cf,p3,178000,1320,Sex Not Available,nob/c,0
164521,56500,,cf,p3,98000,7380,Sex Not Available,nob/c,1
40608,246500,0.9696,cf,p3,338000,6480,Female,nob/c,0
58553,416500,,cf,p3,578000,6240,Non-binary,nob/c,1
53093,246500,0.5128,cf,p3,428000,3120,Female,nob/c,0
62990,176500,1.0126,cf,no info,328000,4440,Male,nob/c,0
32309,126500,,cf,p1,,3720,Non-binary,nob/c,1
51996,486500,,cf,p2,608000,7200,Sex Not Available,nob/c,1
148675,456500,-0.1744,cf,no info,748000,5640,Non-binary,nob/c,0
51819,156500,0.752,cf,p1,198000,6300,Female,nob/c,0
46542,406500,0.5959,cf,p1,488000,11400,Female,nob/c,0
150575,106500,1.4587,cf,p2,488000,3540,Male,nob/c,0
127282,256500,0.2041,cf,p2,768000,10260,Sex Not Available,nob/c,0
155524,206500,,cf,p1,,4920,Non-binary,nob/c,1
161892,466500,-0.018,cf,no info,688000,8820,Male,nob/c,0
161832,246500,1.0004,cf,no info,248000,,Non-binary,b/c,0
117762,236500,,cf,p3,248000,5520,Male,b/c,1
162142,356500,-0.2941,cf,p1,828000,4260,Sex Not Available,nob/c,0
93363,456500,0.1458,cf,p3,1058000,8820,Non-binary,nob/c,0
77356,306500,1.478,cf,p3,408000,7620,Non-binary,nob/c,0
51854,316500,0.3499,cf,p1,358000,3660,Non-binary,nob/c,0
96461,356500,0.0954,cf,no info,448000,5820,Non-binary,nob/c,0
50357,1646500,,ncf,no info,1728000,360,Male,nob/c,1
151054,136500,0.9759,cf,p3,168000,2580,Female,b/c,0
104447,416500,0.6388,,p3,478000,10020,Non-binary,b/c,0
162720,56500,1.2527,cf,no info,128000,2880,Female,nob/c,0
33022,136500,1.3925,cf,p1,178000,22800,Male,nob/c,0
118717,596500,-0.0903,cf,no info,868000,13200,Non-binary,nob/c,0
64875,196500,0.2674,cf,p1,288000,1920,Male,nob/c,0
126141,266500,0.3614,cf,p3,488000,3660,Sex Not Available,nob/c,0
106722,276500,,cf,no info,,5100,Female,nob/c,1
144058,336500,0.6286,cf,p1,348000,6480,Sex Not Available,nob/c,0
47075,376500,0.298,cf,p1,468000,5520,Female,nob/c,0
161665,576500,0.2672,cf,no info,778000,5880,Non-binary,nob/c,0
110673,156500,,cf,p1,,3480,Female,nob/c,1
170241,126500,0.5011,cf,p3,258000,1620,Sex Not Available,nob/c,0
91744,406500,0.3287,cf,no info,548000,5820,Male,nob/c,0
141209,666500,-0.0107,cf,no info,1278000,10800,Non-binary,nob/c,0
84537,296500,1.0483,cf,p1,308000,3540,Female,b/c,0
84931,226500,0.03,cf,no info,308000,5100,Non-binary,nob/c,0
81451,206500,,cf,p3,238000,3120,Male,nob/c,1
72610,386500,-0.276,cf,no info,758000,22260,Sex Not Available,nob/c,0
99288,266500,0.6073,cf,p3,508000,6720,Female,nob/c,0
161657,126500,0.6177,cf,p3,148000,4320,Non-binary,nob/c,0
154234,56500,,cf,p3,378000,6060,Non-binary,nob/c,1
44896,306500,-0.1148,cf,p1,408000,10500,Male,nob/c,0
136662,96500,0.1781,cf,p3,228000,3000,Male,nob/c,0
154556,86500,,cf,p1,,1320,Female,b/c,1
167374,236500,0.5862,cf,p3,298000,2700,Sex Not Available,nob/c,0
167461,156500,1.0459,cf,p1,168000,3780,Male,b/c,0
49837,126500,0.5902,cf,no info,148000,3480,Male,nob/c,0
138758,576500,-0.588,cf,no info,598000,,Non-binary,nob/c,0
47456,246500,0.4558,cf,no info,278000,,Sex Not Available,b/c,0
103213,306500,0.3628,cf,p3,658000,6540,Sex Not Available,nob/c,0
156644,116500,-0.2671,cf,p3,248000,3780,Male,nob/c,0
75115,146500,0.6234,cf,no info,188000,3120,Male,nob/c,0
81102,86500,1.3626,cf,p3,108000,960,Sex Not Available,b/c,0
119481,466500,-0.2489,cf,no info,628000,20220,Non-binary,nob/c,0
156452,466500,0.386,cf,p3,788000,10020,Sex Not Available,nob/c,0
55731,186500,0.2275,cf,p1,218000,5220,Sex Not Available,nob/c,0
24916,476500,,cf,p1,,6780,Non-binary,nob/c,1
32472,336500,0.9065,cf,p3,428000,6180,Male,nob/c,0
94108,436500,,cf,p1,,6120,Female,b/c,1
131425,426500,0.348,cf,no info,808000,5940,Non-binary,nob/c,0
142776,636500,-0.0446,cf,p1,668000,6540,Male,nob/c,0
99242,516500,,cf,p3,,6540,Female,b/c,1
118754,66500,,cf,p1,68000,3600,Male,b/c,1
31330,436500,0.1854,ncf,p1,548000,6240,Sex Not Available,nob/c,0
28712,566500,0.3181,cf,no info,768000,8400,Non-binary,nob/c,0
173300,76500,1.417,cf,p2,158000,2820,Male,nob/c,0
90473,636500,-0.0641,cf,no info,848000,6480,Male,nob/c,0
143005,216500,1.0224,cf,p3,298000,4080,Female,nob/c,0
45543,176500,,cf,p1,,2340,Female,nob/c,1
110805,416500,0.1412,cf,p3,598000,20940,Non-binary,nob/c,0
114873,116500,1.3196,cf,p3,248000,7320,Male,nob/c,0
73455,566500,0.257,cf,no info,968000,9600,Male,nob/c,0
26071,216500,0.383,cf,p1,258000,3180,Male,nob/c,0
49701,336500,-0.0902,cf,p1,498000,4740,Non-binary,nob/c,0
146732,216500,0.472,cf,no info,328000,2520,Female,nob/c,0
148282,526500,1.479,cf,no info,1408000,10380,Female,nob/c,0
133892,176500,1.0293,ncf,p3,438000,9600,Female,nob/c,0
39226,726500,,cf,p3,1208000,5340,Male,nob/c,1
75874,346500,0.7708,cf,p3,458000,6120,Sex Not Available,b/c,0
34003,336500,0.4202,cf,no info,408000,5940,Female,nob/c,0
109990,206500,0.2057,cf,no info,298000,7200,Sex Not Available,nob/c,0
60826,536500,-0.0682,cf,no info,678000,5520,Male,nob/c,0
96230,466500,,,no info,458000,,Sex Not Available,nob/c,1
105102,256500,0.348,cf,no info,278000,,Sex Not Available,nob/c,0
84816,356500,-0.0111,cf,p3,608000,7860,Female,nob/c,0
60898,546500,0.3861,ncf,p3,688000,5940,Female,nob/c,0
140319,206500,,cf,no info,,5400,Male,nob/c,1
85070,366500,,cf,p2,468000,5520,Sex Not Available,nob/c,1
170926,166500,,cf,p3,,2100,Female,nob/c,1
163407,96500,0.3877,cf,p1,118000,2940,Non-binary,b/c,0
114373,136500,,cf,p2,248000,840,Female,nob/c,1
169032,166500,0.6942,cf,no info,408000,3000,Female,nob/c,0
82876,456500,,cf,no info,1108000,4800,Male,nob/c,1
142210,326500,0.0638,cf,p3,408000,3300,Female,nob/c,0
60622,346500,,cf,no info,,9900,Sex Not Available,nob/c,1
99682,266500,1.0902,cf,p3,308000,5100,Sex Not Available,b/c,0
92395,296500,0.4786,cf,p3,378000,3000,Sex Not Available,nob/c,0
119212,296500,,cf,no info,358000,,Female,b/c,1
154634,466500,0.3435,cf,p3,598000,5100,Non-binary,nob/c,0
118192,316500,0.3635,cf,p3,368000,4560,Male,nob/c,0
129491,276500,,cf,no info,,4740,Male,nob/c,1
81973,536500,0.022,cf,no info,728000,7560,Non-binary,nob/c,0
96115,726500,0.229,ncf,p1,798000,14040,Non-binary,nob/c,0
172891,266500,0.215,cf,no info,418000,6960,Male,nob/c,0
73292,286500,1.0208,cf,p3,288000,4680,Male,nob/c,0
137069,626500,1.1179,cf,p3,928000,9480,Male,nob/c,0
168428,726500,0.3809,cf,p3,968000,13980,Male,nob/c,0
79137,366500,-0.158,cf,no info,668000,13380,Male,nob/c,0
85006,226500,0.6925,cf,p3,328000,3420,Sex Not Available,nob/c,0
32257,206500,0.0107,cf,p1,408000,3000,Female,nob/c,0
42908,226500,0.3516,cf,p3,678000,3900,Female,nob/c,0
169573,196500,0.7488,cf,no info,238000,4560,Female,nob/c,0
52311,376500,,cf,no info,,9060,Non-binary,nob/c,1
53778,506500,0.4048,cf,no info,538000,6900,Non-binary,nob/c,0
141739,246500,-0.256,cf,p1,358000,4860,Non-binary,nob/c,0
153514,216500,0.5056,cf,p3,358000,4200,Sex Not Available,nob/c,0
75809,296500,,cf,p1,,3300,Female,nob/c,1
160219,256500,0.5361,cf,p3,388000,3420,Male,nob/c,0
168098,196500,,cf,no info,358000,6660,Female,nob/c,1
57694,476500,0.0045,cf,p1,658000,4920,Non-binary,nob/c,0
70053,316500,0.0062,cf,no info,608000,5040,Female,nob/c,0
58069,306500,-0.0941,cf,p2,708000,17580,Sex Not Available,nob/c,0
28262,316500,0.9474,cf,no info,368000,5700,Female,nob/c,0
81482,166500,0.9023,cf,p3,208000,3360,Female,nob/c,0
55310,156500,,cf,p3,198000,3840,Male,nob/c,1
60513,296500,1.3255,,p3,348000,7920,Female,b/c,0
57242,416500,0.1676,cf,no info,618000,9060,Non-binary,nob/c,0
151896,346500,-0.6661,cf,no info,458000,,Non-binary,nob/c,0
73361,546500,0.6481,cf,p3,658000,7500,Male,b/c,0
55704,556500,,cf,no info,,7500,Female,nob/c,1
138353,146500,0.3817,cf,no info,218000,1380,Female,nob/c,0
133362,126500,0.9606,cf,no info,268000,3720,Male,nob/c,0
31649,596500,-0.1038,cf,no info,758000,5880,Female,nob/c,0
147096,426500,0.043,cf,no info,558000,6180,Non-binary,nob/c,0
56097,286500,0.9253,cf,no info,318000,,Sex Not Available,nob/c,0
139369,526500,1.0847,cf,p1,538000,7500,Non-binary,b/c,0
171471,116500,1.0622,cf,p3,188000,2520,Sex Not Available,nob/c,0
75722,276500,,cf,no info,,4080,Sex Not Available,nob/c,1
54732,316500,0.3409,cf,no info,608000,5100,Male,nob/c,0
114045,156500,0.9497,cf,p3,688000,4860,Sex Not Available,nob/c,0
83172,106500,1.0277,cf,p3,168000,1860,Female,nob/c,0
128212,406500,0.304,cf,no info,588000,12600,Female,nob/c,0
113678,186500,0.3431,cf,p3,288000,2940,Female,nob/c,0
148988,386500,0.0218,cf,no info,558000,7560,Female,nob/c,0
74095,66500,1.1104,cf,p1,88000,1200,Male,nob/c,0
116288,246500,0.5069,cf,p1,268000,2820,Sex Not Available,nob/c,0
165595,276500,0.8746,cf,no info,288000,,Male,b/c,0
123989,326500,1.0789,cf,no info,378000,,Non-binary,b/c,0
104672,206500,0.5929,cf,p3,428000,4020,Non-binary,nob/c,0
56929,376500,0.287,cf,no info,498000,6540,Non-binary,nob/c,0
41222,56500,0.642,cf,p3,738000,3720,Female,nob/c,0
85176,1226500,-0.6459,ncf,p3,1568000,14280,Non-binary,nob/c,0
42639,456500,0.1777,cf,p3,888000,5220,Sex Not Available,nob/c,0
151704,416500,-0.018,cf,no info,528000,5040,Male,nob/c,0
105194,336500,1.2168,cf,p3,538000,6480,Male,b/c,0
36667,276500,0.9177,cf,p3,318000,10740,Male,b/c,0
38849,236500,0.0895,cf,no info,288000,5580,Male,nob/c,0
164165,116500,,cf,p3,128000,3120,Sex Not Available,b/c,1
35210,166500,,cf,p1,168000,5640,Male,b/c,1
124057,266500,0.9817,cf,p3,368000,5280,Male,b/c,0
82920,356500,,cf,p1,,8940,Male,nob/c,1
28332,126500,0.5558,cf,no info,218000,3780,Male,nob/c,0
57882,126500,-0.3657,cf,p3,248000,3960,Sex Not Available,nob/c,0
101477,396500,-0.2833,cf,no info,908000,4260,Male,nob/c,0
42605,276500,0.0513,,no info,338000,5040,Non-binary,nob/c,0
166665,296500,,cf,no info,,3420,Non-binary,nob/c,1
106156,436500,0.1697,cf,no info,1068000,21300,Non-binary,nob/c,0
40277,236500,0.2346,cf,p1,338000,5760,Female,nob/c,0
38594,556500,0.2972,cf,p1,698000,9900,Male,nob/c,0
132892,306500,-0.1269,cf,no info,408000,2820,Female,nob/c,0
131599,246500,0.4454,cf,p1,298000,9780,Sex Not Available,nob/c,0
73677,506500,-0.3641,,p1,508000,18780,Non-binary,nob/c,0
127907,216500,,cf,p3,268000,6960,Non-binary,nob/c,1
140569,156500,0.4532,cf,no info,268000,1740,Sex Not Available,nob/c,0
110403,106500,1.7847,cf,p1,118000,3840,Male,b/c,0
157893,2226500,,ncf,p1,3428000,18360,Sex Not Available,nob/c,1
162890,256500,,cf,p3,,4020,Sex Not Available,nob/c,1
160455,96500,1.2122,cf,p3,128000,3060,Sex Not Available,b/c,0
78190,156500,1.2417,cf,p3,268000,2880,Female,nob/c,0
151366,236500,0.1341,cf,no info,408000,6780,Non-binary,nob/c,0
134664,376500,,cf,no info,,13680,Non-binary,nob/c,1
156947,186500,,cf,p1,,2760,Non-binary,b/c,1
92194,486500,-0.2044,cf,p1,538000,11580,Male,nob/c,0
62579,76500,,cf,p3,158000,1140,Female,b/c,1
157795,726500,,ncf,p3,,12000,Sex Not Available,nob/c,1
121762,376500,-0.3042,cf,p3,1438000,6480,Female,nob/c,0
101750,136500,0.6393,cf,no info,198000,3000,Female,nob/c,0
145479,476500,0.0338,cf,p1,598000,7080,Sex Not Available,nob/c,0
103465,166500,0.3757,cf,p1,278000,4380,Non-binary,nob/c,0
90961,106500,1.3002,cf,p3,128000,4260,Sex Not Available,nob/c,0
144837,286500,0.147,cf,no info,338000,5880,Female,nob/c,0
94934,156500,,ncf,p3,198000,2460,Non-binary,nob/c,1
63463,256500,-0.3679,cf,p3,328000,5640,Non-binary,nob/c,0
64196,356500,,cf,p1,548000,3600,Female,nob/c,1
65478,346500,0.892,cf,no info,368000,8460,Sex Not Available,nob/c,0
157610,206500,,cf,p2,508000,3240,Male,nob/c,1
152075,246500,-0.2621,cf,p1,318000,4020,Female,nob/c,0
144292,86500,1.0347,cf,no info,238000,1200,Female,nob/c,0
112307,176500,0.9457,cf,no info,188000,3240,Sex Not Available,nob/c,0
119283,266500,0.557,cf,p3,358000,5040,Non-binary,nob/c,0
44808,216500,0.2092,cf,p1,318000,2460,Non-binary,nob/c,0
74920,706500,,ncf,no info,958000,5400,Male,nob/c,1
137642,206500,,ncf,p1,208000,5520,Non-binary,nob/c,1
67016,286500,0.3422,cf,p3,358000,2700,Male,nob/c,0
167864,136500,1.115,cf,p1,178000,4080,Male,nob/c,0
111229,506500,,cf,p1,508000,5460,Female,b/c,1
64522,536500,0.0728,cf,no info,758000,8040,Non-binary,nob/c,0
90105,236500,0.1578,cf,no info,278000,4200,Male,nob/c,0
53003,396500,-0.131,cf,no info,528000,7620,Non-binary,nob/c,0
73412,546500,-0.1547,cf,no info,758000,19560,Non-binary,nob/c,0
30161,86500,1.2735,cf,p2,218000,4620,Non-binary,nob/c,0
137517,336500,0.9245,cf,no info,638000,10500,Sex Not Available,nob/c,0
69900,406500,,cf,no info,,7080,Female,nob/c,1
118759,296500,0.8457,cf,p1,308000,6720,Male,b/c,0
85413,256500,,cf,p3,808000,11040,Male,nob/c,1
147180,76500,1.1387,cf,p3,108000,2280,Sex Not Available,b/c,0
66759,86500,,cf,p3,128000,1260,Sex Not Available,b/c,1
136956,276500,,cf,no info,,6420,Sex Not Available,nob/c,1
130722,106500,1.1104,cf,no info,278000,1980,Female,nob/c,0
43010,166500,1.0137,cf,p3,228000,4380,Male,nob/c,0
114272,576500,0.802,cf,no info,718000,8520,Male,nob/c,0
92597,156500,0.1492,cf,p3,448000,2100,Female,b/c,0
98647,96500,,cf,p1,128000,3900,Sex Not Available,nob/c,1
66083,216500,-0.1084,cf,p3,978000,10320,Non-binary,nob/c,0
83762,216500,1.4038,cf,p1,238000,3900,Sex Not Available,nob/c,0
149932,486500,-0.188,cf,no info,548000,9180,Male,nob/c,0
124363,106500,2.4093,cf,p1,128000,3300,Male,nob/c,0
80639,316500,0.026,cf,no info,458000,5880,Non-binary,nob/c,0
74557,316500,1.413,cf,no info,358000,7140,Non-binary,b/c,0
27308,546500,-0.3058,cf,p3,768000,16800,Non-binary,nob/c,0
87307,486500,,cf,p3,598000,10620,Non-binary,nob/c,1
44014,276500,0.4176,cf,no info,318000,4320,Female,nob/c,0
89371,316500,,cf,no info,528000,4740,Sex Not Available,nob/c,1
151888,296500,0.2804,cf,no info,388000,11280,Sex Not Available,nob/c,0
42945,176500,0.2018,cf,no info,368000,5160,Sex Not Available,nob/c,0
108309,306500,,cf,p1,,10800,Non-binary,nob/c,1
128825,336500,,cf,p3,,13200,Female,nob/c,1
113202,136500,0.3931,cf,p2,178000,4320,Non-binary,nob/c,0
132820,136500,-0.1007,cf,p3,248000,4620,Sex Not Available,nob/c,0
82417,266500,0.007,cf,no info,558000,3240,Male,nob/c,0
57183,266500,0.4171,cf,p1,278000,3600,Female,nob/c,0
